uniprot_id	gene_symbol	hein2024_component	hein2024_gt_component	itzhak2016_component
Q8IXM2	BAP18	Nucleus	Nucleus	
Q99728	BARD1	Nucleus	Nucleus	
Q6ZT62	BARGIN	Cytosol		
P80723	BASP1	Cell membrane		Cell membrane
Q07812	BAX	Mitochondrion		
Q9NRL2	BAZ1A	Nucleus	Nucleus	
Q9UIG0	BAZ1B	Nucleus		
Q9UIF9	BAZ2A	Nucleus	Nucleus	
Q9UIF8	BAZ2B	Nucleus	Nucleus	
Q9BXH1	BBC3	Mitochondrion		
Q9BUW7	BBLN	Cytosol	Cytosol	
Q8NFJ9	BBS1	Cytosol		
Q96RK4	BBS4	Centrosome		
Q8IWZ6	BBS7	Cytosol		
Q8WY36	BBX	Nucleus	Nucleus	
P50895	BCAM	Cell membrane	Cell membrane	Cell membrane
Q9UHQ4	BCAP29	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
P51572	BCAP31	Endoplasmic reticulum	Endoplasmic reticulum	
O75934	BCAS2	Nucleus		
Q9H6U6	BCAS3	Cytosol		
P54687	BCAT1	Cytosol		
O15382	BCAT2	Mitochondrion		
Q7Z5W3	BCDIN3D	Cytosol		
P12694	BCKDHA	Mitochondrion	Mitochondrion	Mitochondrion
P21953	BCKDHB	Mitochondrion	Mitochondrion	Mitochondrion
O14874	BCKDK	Mitochondrion	Mitochondrion	
O95999	BCL10	Cytosol		
Q9H165	BCL11A	Nucleus		
Q07817	BCL2L1	Mitochondrion		
Q9HB09	BCL2L12	Cell membrane		
Q9BXK5	BCL2L13	Mitochondrion		
Q4VC05	BCL7A	Cytoskeleton	Nucleus	
Q9BQE9	BCL7B	Nucleus	Nucleus	
Q8WUZ0	BCL7C	Nucleus	Nucleus	
O00512	BCL9	Cytosol		
Q9NYF8	BCLAF1	Nucleus		
Q6W2J9	BCOR	Nucleus		
Q5H9F3	BCORL1	Nucleus		
P11274	BCR	Cytosol		
Q9Y276	BCS1L	Mitochondrion	Mitochondrion	
Q02338	BDH1	Mitochondrion	Mitochondrion	
Q9BUT1	BDH2	Cytosol		
A6H8Y1	BDP1	Nucleus	Nucleus	
Q14457	BECN1	Early endosome		
Q5T5X7	BEND3	Nucleus	Nucleus	
O15155	BET1	Endoplasmic reticulum-Golgi intermediate compartment	Endoplasmic reticulum-Golgi intermediate compartment	Endoplasmic reticulum-Golgi intermediate compartment
Q9NYM9	BET1L	Golgi apparatus		
Q96G01	BICD1	Recycling endosome		
Q8TD16	BICD2	Cell membrane	Cell membrane	
Q9NZM4	BICRA	Nucleus		
Q6AI39	BICRAL	Nucleus	Nucleus	
P55957	BID	Cytosol		
O00499	BIN1	Cell membrane		
Q9NQY0	BIN3	Cytosol		
Q13490	BIRC2	Cytosol	Cytosol	
O15392	BIRC5	Nucleus		
Q9NR09	BIRC6	Cytosol		
P54132	BLM	Nucleolus		
Q13867	BLMH	Cytosol		
P78537	BLOC1S1	Lysosome		Endosome
Q6QNY1	BLOC1S2	Lysosome		Endosome
Q6QNY0	BLOC1S3	Early endosome		Endosome
Q9NUP1	BLOC1S4	Early endosome		
Q8TDH9	BLOC1S5	trans-Golgi network		
Q9UL45	BLOC1S6	Early endosome		
Q14667	BLTP2	Endoplasmic reticulum	Endoplasmic reticulum	
Q6BDS2	BLTP3A	Early endosome		
A0JNW5	BLTP3B	Early endosome		
P53004	BLVRA	Cytosol		
P30043	BLVRB	Cytosol		
Q9H2G9	BLZF1	Golgi apparatus		
Q9NSY1	BMP2K	Cell membrane		
P36894	BMPR1A	Cell membrane		
Q14692	BMS1	Nucleolus		
Q12981	BNIP1	Endoplasmic reticulum	Endoplasmic reticulum	
Q12982	BNIP2	Cytosol		
Q12983	BNIP3	Endoplasmic reticulum		
O60238	BNIP3L	Mitochondrion		
Q96IK1	BOD1	Cytosol		
Q8NFC6	BOD1L1	Nucleus		
Q9Y3E2	BOLA1	Cytosol		
Q9H3K6	BOLA2; BOLA2B	Cytosol		
Q53S33	BOLA3	Mitochondrion		
Q14137	BOP1	Nucleolus		
Q6PGQ7	BORA	Cytosol	Cytosol	
Q969J3	BORCS5	Lysosome		
Q96GS4	BORCS6	Lysosome		
Q96B45	BORCS7	Lysosome		
Q96FH0	BORCS8	Lysosome		
P07738	BPGM	Cytosol	Cytosol	
Q86WA6	BPHL	Mitochondrion	Mitochondrion	
O95861	BPNT1	Cytosol		
Q9NX62	BPNT2	Golgi apparatus	Golgi apparatus	
Q12830	BPTF	Nucleus		
P15056	BRAF	Cytosol	Cytosol	
Q6PJG6	BRAT1	Cytosol		
P38398	BRCA1	Nucleus		
P51587	BRCA2	Early endosome		
P46736	BRCC3	Cytosol		
O95696	BRD1	Nucleus	Nucleus	
P25440	BRD2	Nucleus		
Q15059	BRD3	Nucleus	Nucleus	
O60885	BRD4	Nucleus	Nucleus	
Q9H0E9	BRD8	Nucleus	Nucleus	
Q9H8M2	BRD9	Nucleus		
Q92994	BRF1	Cytosol		
O95415	BRI3	Lysosome		
Q8WY22	BRI3BP	Endoplasmic reticulum	Endoplasmic reticulum	
Q9BX63	BRIP1	Cytosol		
Q8TDN6	BRIX1	Nucleolus		
Q8WUW1	BRK1	Cytoskeleton		
Q0VDD7	BRME1	Cytosol		
Q9HCU9	BRMS1	Nucleus	Nucleus	
Q5PSV4	BRMS1L	Nucleus	Nucleus	
Q5VW32	BROX	Cytosol		
P55201	BRPF1	Nucleus	Nucleus	
Q9ULD4	BRPF3	Nucleus		
Q8IWQ3	BRSK2	Cytosol		
Q9NSI6	BRWD1	Nucleus	Nucleus	
Q9NW68	BSDC1	Golgi apparatus	Golgi apparatus	
P35613	BSG	Cell membrane	Cell membrane	Cell membrane
O14981	BTAF1	Nucleus		
Q9BX70	BTBD2	Golgi apparatus		
Q96Q07	BTBD9	Cell membrane		
P43251	BTD	Endoplasmic reticulum	Endoplasmic reticulum	
P20290	BTF3	Stress granule		
Q96K17	BTF3L4	Stress granule		
Q7KYR7	BTN2A1	Cell membrane		
Q9BRD0	BUD13	Translation		
P41223	BUD31	Nucleus		
Q13895	BYSL	Nucleus		
Q7L1Q6	BZW1	Stress granule		
Q9Y6E2	BZW2	Stress granule		
Q9H0W9	C11orf54	Cytosol	Cytosol	
Q9H3H3	C11orf68	Cytosol		
FERRY3	C12orf4	Early endosome		
Q99622	C12orf57	Cytosol		
Q6PH81	C16orf87	Nucleus		
Q9HAS0	C17orf75	trans-Golgi network		
Q32NC0	C18orf21	Nucleolus		
Q8TCD1	C18orf32	Endoplasmic reticulum		
Q9UFG5	C19orf25	Endoplasmic reticulum		
Q8N9M1	C19orf47	Nucleus	Nucleus	
Q9UNZ5	C19orf53	Nucleolus		
Q9NS00	C1GALT1	Golgi apparatus		
Q96EU7	C1GALT1C1	Endoplasmic reticulum		
Q6ZSJ8	C1orf122	Stress granule		
Q8NDD1	C1orf131	Nucleolus	Nucleus	
Q96HA4	C1orf159	Early endosome		
Q8IYL3	C1orf174	Nucleus		
Q9H425	C1orf198	Cytoskeleton		
Q9H246	C1orf21	Cell membrane		
A1L170	C1orf226	Cell membrane		
Q9BWL3	C1orf43	Endoplasmic reticulum		
Q9BV19	C1orf50	Cytosol	Cytosol	
Q8N6N3	C1orf52	Cytosol		
Q07021	C1QBP	Mitochondrion	Mitochondrion	
O14523	C2CD2L	Endoplasmic reticulum		
Q4AC94	C2CD3	Centrosome	Centrosome	
Q86YS7	C2CD5	Cell membrane		
Q9BVC5	C2orf49	Nucleus		
Q8N8R5	C2orf69	Cytosol		
A6NCS6	C2orf72	Nucleus		
Q3KRA6	C2orf76	Cytosol		
Q6P1S2	C3orf33	Mitochondrion		
Q5JPI3	C3orf38	Nucleus		
Q8WVX3	C4orf3	Endoplasmic reticulum	Endoplasmic reticulum	
Q504U0	C4orf46	Cytosol		
P01031	C5	Cytosol		
Q49AR2	C5orf22	Cytosol		
Q7Z6I8	C5orf24	Nucleus	Nucleus	
Q7Z4R8	C6orf120	Endoplasmic reticulum		
O95873	C6orf47	Endoplasmic reticulum		
Q6UWU4	C6orf89	Endoplasmic reticulum		
Q9BPX7	C7orf25	Cytosol		
Q9BRJ6	C7orf50	Translation		
Q9H7E9	C8orf33	Nucleus		
Q6P1X6	C8orf82	Mitochondrion		
Q8IXQ3	C9orf40	Cytosol		
Q96LT7	C9orf72	Lysosome		
Q96MD7	C9orf85	Cytosol		
Q8N1Q1	CA13	Cytosol		
P00918	CA2	Cytosol		
P35219	CA8	Cytosol		
Q9H8G2	CAAP1	Nucleus		
Q9Y376	CAB39	Cytoskeleton		
Q9Y6J0	CABIN1	Nucleus		
Q9BTV7	CABLES2	Cell membrane		
Q5VU97	CACHD1	Cell membrane		
P54289	CACNA2D1	Cell membrane		
Q9NY47	CACNA2D2	Cell membrane		
Q08289	CACNB2	Nucleus		
Q8WUQ7	CACTIN	Nucleus		
Q9HB71	CACYBP	Cytosol		
P27708	CAD	Cytosol		
Q9BY67	CADM1	Cell membrane	Cell membrane	Cell membrane
Q8NFZ8	CADM4	Cell membrane		
Q86UW7	CADPS2	Cytosol		
Q9P1Z2	CALCOCO1	Cytosol	Cytosol	
Q13137	CALCOCO2	Lysosome		
Q05682	CALD1	Cytoskeleton	Nucleus	Actin binding proteins
P27797	CALR	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
O43852	CALU	Endoplasmic reticulum	Endoplasmic reticulum	
Q14012	CAMK1	Cytosol		
Q8IU85	CAMK1D	Cytosol		
Q13557	CAMK2D	Cytoskeleton		
Q13555	CAMK2G	Cell membrane		
Q8N5S9	CAMKK1	Cytosol		
Q96RR4	CAMKK2	Cytosol	Cytosol	
Q7Z624	CAMKMT	Cytosol	Cytosol	
Q8NCB2	CAMKV	Cell membrane		
P49069	CAMLG	Endoplasmic reticulum		
Q5T5Y3	CAMSAP1	Nucleus		
Q08AD1	CAMSAP2	14-3-3 scaffold		
Q9P1Y5	CAMSAP3	14-3-3 scaffold		
Q86VP6	CAND1	Cytosol		
O75155	CAND2	Cytosol		
Q8WVQ1	CANT1	Golgi apparatus	Golgi apparatus	
P27824	CANX	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
Q01518	CAP1	Cytoskeleton		
P40123	CAP2	Cytoskeleton		
P40121	CAPG	Cytosol		
P07384	CAPN1	Cytosol		
A8MX76	CAPN14	Nucleus		
O75808	CAPN15	Cytosol		
O15484	CAPN5	Cell membrane		
Q9Y6W3	CAPN7	Cytosol		
P04632	CAPNS1	Cytosol		
Q14444	CAPRIN1	Stress granule	Stress granule	
P52907	CAPZA1	Cytoskeleton		
P47755	CAPZA2	Cytoskeleton		
P47756	CAPZB	Cytoskeleton		
Q9Y2G2	CARD8	Cytosol		
Q9Y2V2	CARHSP1	Cytosol		
Q86X55	CARM1	Cytosol		
Q5VZK9	CARMIL1	Cell membrane		
Q6F5E8	CARMIL2	14-3-3 scaffold		
Q8N4J0	CARNMT1	Cytosol		
P49589	CARS1	Cytosol	Cytosol	
Q9HA77	CARS2	Mitochondrion		Mitochondrion
O15234	CASC3	Stress granule		
O14936	CASK	Cell membrane		
Q8WXD9	CASKIN1	Nucleus		
Q8WXE0	CASKIN2	Cell membrane		
Q92851	CASP10	Cytosol		
P42575	CASP2	Cytosol		
P42574	CASP3	Cytosol		
P55212	CASP6	Cytosol		
P55210	CASP7	Cytosol		
Q14790	CASP8	Cytosol		
Q9UKL3	CASP8AP2	Nucleus		
P55211	CASP9	Cytosol		
P20810	CAST	Cytosol		
A6NHX0	CASTOR2	Cytosol		
Q86V15	CASZ1	Nucleus		
P04040	CAT	Peroxisome		Peroxisome
Q03135	CAV1	Cell membrane		
Q6NZI2	CAVIN1	Cell membrane		
Q13951	CBFB	Cytosol		
P22681	CBL	Cytosol		
P16152	CBR1	Mitochondrion		
Q8N4T8	CBR4	Mitochondrion	Mitochondrion	
P35520	CBS	Cytosol		
P83916	CBX1	Nucleus		
Q14781	CBX2	Nucleus		
Q13185	CBX3	Nucleus		
O00257	CBX4	Nucleus		
P45973	CBX5	Nucleus		
Q9HC52	CBX8	Nucleus		
Q9Y3M2	CBY1	Cytoskeleton		
Q5T0F9	CC2D1B	Cytosol		
Q9P2K1	CC2D2A	Nucleus		
Q8IX12	CCAR1	Nucleus		
Q8N163	CCAR2	Nucleus		
Q96A19	CCDC102A	Cytosol		
Q9BWC9	CCDC106	Nucleus		
Q96NT0	CCDC115	Endoplasmic reticulum		
Q8IWD4	CCDC117	Cytosol	Cytosol	
Q8WUD4	CCDC12	Nucleus		
Q96BQ5	CCDC127	Mitochondrion		
Q9H6E4	CCDC134	Endoplasmic reticulum	Endoplasmic reticulum	
Q6PK04	CCDC137	Nucleus		
Q96M89	CCDC138	Centrosome		
Q49A88	CCDC14	Centrosome		
Q9P0B6	CCDC167	Endoplasmic reticulum		
O60826	CCDC22	Early endosome		
Q8IWP9	CCDC28A	Nucleus		
Q9BV29	CCDC32	Cytosol	Cytosol	
Q96A33	CCDC47	Endoplasmic reticulum	Endoplasmic reticulum	
Q8IVM0	CCDC50	Cytoskeleton		
Q96ER9	CCDC51	Mitochondrion		
Q9P031	CCDC59	Nucleus		
Q16204	CCDC6	Cytosol		
Q9Y6R9	CCDC61	Centrosome	Centrosome	
A2RUB6	CCDC66	Translation		
Q96M83	CCDC7	Nucleus		
Q8IV32	CCDC71	Nucleus	Nucleus	
Q9BR77	CCDC77	Centrosome	Centrosome	
Q9H0W5	CCDC8	Cell membrane		
Q8N4S0	CCDC82	Cytosol		
A6NKD9	CCDC85C	Cell membrane		
Q9H6F5	CCDC86	Nucleolus		
Q3V6T2	CCDC88A	Endoplasmic reticulum		
Q9Y3X0	CCDC9	Stress granule		
Q9GZT6	CCDC90B	Mitochondrion	Mitochondrion	
Q7Z6B0	CCDC91	Cytosol	Cytosol	
Q567U6	CCDC93	Early endosome		
Q96F63	CCDC97	Nucleolus		
Q9BSQ5	CCM2	Cell membrane		
P14635	CCNB1	Endoplasmic reticulum		
O95067	CCNB2	Endoplasmic reticulum		
P51946	CCNH	Nucleus		
O75909	CCNK	Nucleolus		
Q9UK58	CCNL1	Cytosol		
Q96S94	CCNL2	Cytosol		
Q8N1B3	CCNQ	Nucleus	Nucleus	
O60563	CCNT1	Nucleus		
O60583	CCNT2	Nucleus		
Q8ND76	CCNY	Recycling endosome		
Q8N7R7	CCNYL1	Cell membrane		
O43303	CCP110	Centrosome	Centrosome	
O14618	CCS	Cytosol		
Q6IQ19	CCSAP	Nucleus		
P78371	CCT2	Cytoskeleton		Large protein complex
P49368	CCT3	Cytoskeleton		Large protein complex
P50991	CCT4	Cytoskeleton		Large protein complex
P48643	CCT5	Cytoskeleton		Large protein complex
P40227	CCT6A	Cytoskeleton		Large protein complex
Q99832	CCT7	Cytoskeleton		Large protein complex
P50990	CCT8	Cytoskeleton		Large protein complex
P86790	CCZ1B	Lysosome		
Q6YHK3	CD109	Cell membrane	Cell membrane	Cell membrane
P48509	CD151	Cell membrane	Cell membrane	
Q5ZPR3	CD276	Cell membrane	Cell membrane	
Q9Y5K6	CD2AP	Cytoskeleton		
O95400	CD2BP2	Nucleus		
Q8IX05	CD302	Recycling endosome		
Q9NPF0	CD320	Endoplasmic reticulum		
P25942	CD40	Cell membrane		
P15529	CD46	Cell membrane	Cell membrane	Cell membrane
Q08722	CD47	Cell membrane	Cell membrane	Cell membrane
P19256	CD58	Cell membrane	Cell membrane	Cell membrane
P08962	CD63	Cell membrane	Lysosome	
P60033	CD81	Cell membrane	Cell membrane	
P21926	CD9	Cell membrane	Cell membrane	Cell membrane
P14209	CD99	Cell membrane	Cell membrane	Cell membrane
Q8TCZ2	CD99L2	Cell membrane	Cell membrane	
Q13042	CDC16	Nucleus		
Q12834	CDC20	Nucleus		
Q9UJX2	CDC23	Nucleus		
P30305	CDC25B	14-3-3 scaffold	Cytosol	
P30307	CDC25C	14-3-3 scaffold		
P30260	CDC27	Nucleus		
P49427	CDC34	Cytosol		
Q16543	CDC37	Cytosol		
Q7L3B6	CDC37L1	Cytosol	Cytosol	
O60508	CDC40	Nucleus		
P60953	CDC42	Cell membrane	Cell membrane	
Q5VT25	CDC42BPA	Cytoskeleton		
Q9Y5S2	CDC42BPB	Cytoskeleton		
Q00587	CDC42EP1	Cell membrane		
O14613	CDC42EP2	Cytoskeleton		
Q9H3Q1	CDC42EP4	Cytoskeleton		
Q9NRR3	CDC42SE2	Cell membrane		
O75419	CDC45	Cytosol		
Q99459	CDC5L	Nucleus		
Q99741	CDC6	Nucleus		
O00311	CDC7	Nucleus		
Q6P1J9	CDC73	Nucleus		
Q69YH5	CDCA2	Nucleus	Nucleus	
Q99618	CDCA3	Cell membrane		
Q96FF9	CDCA5	Nucleus	Nucleus	
Q9BWT1	CDCA7	Nucleus	Nucleus	
Q96GN5	CDCA7L	Nucleus	Nucleus	
Q53HL2	CDCA8	Nucleus		
P12830	CDH1	Cell membrane		
P19022	CDH2	Cell membrane		
Q9Y2V0	CDIN1	Cytosol		
Q9H305	CDIP1	Endoplasmic reticulum		
O14735	CDIPT	Endoplasmic reticulum	Endoplasmic reticulum	
Q9UQ88	CDK11A	Cytosol		
P21127	CDK11B	Nucleus		
Q9NYV4	CDK12	Nucleus		
Q14004	CDK13	Translation		
Q00536	CDK16	Recycling endosome		
Q07002	CDK18	Cytosol		
O14519	CDK2AP1	Nucleus	Nucleus	
P11802	CDK4	Cytosol		
Q00535	CDK5	Cytosol		
Q96SZ6	CDK5RAP1	Mitochondrion		
Q96SN8	CDK5RAP2	Centrosome	Centrosome	
Q96JB5	CDK5RAP3	Endoplasmic reticulum	Endoplasmic reticulum	
Q00534	CDK6	Cytosol		
P50613	CDK7	Nucleus		
P49336	CDK8	Nucleus		
P50750	CDK9	Nucleus		
Q5VV42	CDKAL1	Endoplasmic reticulum	Endoplasmic reticulum	
P42771	CDKN2A	Cytosol		
Q9NXV6	CDKN2AIP	Nucleus		
P42773	CDKN2C	Cytosol		
Q16878	CDO1	Nucleus		
Q4KMG0	CDON	Cell membrane		
Q01850	CDR2	Endoplasmic reticulum		
Q86X02	CDR2L	14-3-3 scaffold		
Q92903	CDS1	Endoplasmic reticulum		
O95674	CDS2	Endoplasmic reticulum		
Q9H211	CDT1	Nucleus		
Q99626	CDX2	Nucleus		
Q9Y232	CDYL	Nucleus	Nucleus	
P17676	CEBPB	Nucleus	Nucleus	
P53567	CEBPG	Nucleus	Nucleus	
Q03701	CEBPZ	Nucleolus	Nucleus	
Q9BXF3	CECR2	Nucleus		
Q92879	CELF1	Nucleus	Stress granule	
Q9HCU4	CELSR2	Cell membrane		
Q9UHN6	CEMIP2	Recycling endosome	Cell membrane	
Q86UT8	CENATAC	Nucleus		
P07199	CENPB	Nucleus	Nucleus	
Q03188	CENPC	Nucleus	Nucleus	
Q02224	CENPE	Translation		
P49454	CENPF	Mitochondrion		
Q9H3R5	CENPH	Nucleus		
Q9HC77	CENPJ	14-3-3 scaffold	Centrosome	
Q9BS16	CENPK	Nucleus		
Q8N0S6	CENPL	Nucleus	Nucleus	
Q96H22	CENPN	Nucleus	Nucleus	
Q9BU64	CENPO	Nucleus	Nucleus	
Q6IPU0	CENPP	Nucleus	Nucleus	
Q7L2Z9	CENPQ	Nucleus	Nucleus	
Q8N2Z9	CENPS	Nucleus		
Q96BT3	CENPT	Nucleus		
Q7Z7K6	CENPV	Nucleus	Nucleus	
Q8N8E3	CEP112	14-3-3 scaffold		
Q8N960	CEP120	Centrosome	Centrosome	
Q6ZU80	CEP128	Centrosome	Centrosome	
Q9UPN4	CEP131	Centrosome	Centrosome	
Q66GS9	CEP135	Centrosome	Centrosome	
O94986	CEP152	Centrosome	Centrosome	
Q5TB80	CEP162	Nucleus		
Q9UPV0	CEP164	Nucleus	Centrosome	
Q5SW79	CEP170	14-3-3 scaffold	Centrosome	
Q9Y4F5	CEP170B	14-3-3 scaffold		
Q8TEP8	CEP192	Centrosome	Centrosome	
Q9BV73	CEP250	Centrosome	Centrosome	
O15078	CEP290	Centrosome	Centrosome	
Q9C0D2	CEP295	Nucleolus	Centrosome	
Q5VT06	CEP350	Centrosome	Centrosome	
Q9BYV8	CEP41	Centrosome	Centrosome	
O95684	CEP43	Centrosome		
Q53EZ4	CEP55	Nucleus	Centrosome	
Q86XR8	CEP57	Centrosome	Centrosome	
Q96MT8	CEP63	Centrosome	Centrosome	
Q76N32	CEP68	Centrosome	Centrosome	
Q9P209	CEP72	Centrosome	Centrosome	
Q5JTW2	CEP78	Centrosome	Centrosome	
Q8IW35	CEP97	Centrosome	Centrosome	
Q8TCT0	CERK	Recycling endosome		
P27544	CERS1	Endoplasmic reticulum		
Q96G23	CERS2	Endoplasmic reticulum	Endoplasmic reticulum	
Q6ZMG9	CERS6	Endoplasmic reticulum		
Q9Y5P4	CERT1	Golgi apparatus		
Q6UWW8	CES3	Endoplasmic reticulum		Endoplasmic reticulum
O15182	CETN3	Centrosome	Centrosome	
Q96G28	CFAP36	Cytosol		
O43822	CFAP410	14-3-3 scaffold		
Q96NL8	CFAP418	Cytosol	Cytosol	
Q9UEE9	CFDP1	Cytosol		
P23528	CFL1	Cytoskeleton		
Q9Y281	CFL2	Cytoskeleton		
Q9UFW8	CGGBP1	Nucleolus		
Q9P2M7	CGN	Cell membrane		
Q8WUX2	CHAC2	Cytosol		
Q13111	CHAF1A	Nucleus		
Q13112	CHAF1B	Nucleus		
Q96JM3	CHAMP1	Nucleus		
Q96BP2	CHCHD1	Mitochondrion		
Q8WYQ3	CHCHD10	Mitochondrion	Mitochondrion	
Q9Y6H1	CHCHD2	Mitochondrion		
Q9NX63	CHCHD3	Mitochondrion	Mitochondrion	Mitochondrion
Q8N4Q1	CHCHD4	Mitochondrion		
Q9BRQ6	CHCHD6	Mitochondrion		
O14646	CHD1	Nucleus		
Q86WJ1	CHD1L	Endoplasmic reticulum		
O14647	CHD2	Nucleus	Nucleus	
Q12873	CHD3	Nucleus		
Q14839	CHD4	Nucleus		
Q8TD26	CHD6	Nucleus		
Q9P2D1	CHD7	Nucleus	Nucleus	
Q9HCK8	CHD8	Nucleus	Nucleus	
Q3L8U1	CHD9	Nucleus		
Q8NE62	CHDH	Mitochondrion		
O96017	CHEK2	Cytosol		
Q8IWX8	CHERP	Nucleus		
Q9BWS9	CHID1	Endoplasmic reticulum		
P35790	CHKA	Cytosol		
P24386	CHM	Early endosome	Cytosol	
P26374	CHML	Early endosome		
Q9HD42	CHMP1A	Cytosol		
O43633	CHMP2A	Early endosome		
Q9UQN3	CHMP2B	Early endosome		
Q9Y3E7	CHMP3	Cytosol		
Q9BY43	CHMP4A	Cytosol		
Q9H444	CHMP4B	Early endosome	Early endosome	
Q9NZZ3	CHMP5	Cytosol		
Q96FZ7	CHMP6	Cell membrane		
Q8WUX9	CHMP7	Cytosol		
P15882	CHN1	Cytosol		
Q9UHD1	CHORDC1	Cytosol		
Q99653	CHP1	Endoplasmic reticulum	Endoplasmic reticulum	
Q8IZ52	CHPF	Golgi apparatus		
Q9P2E5	CHPF2	Golgi apparatus		
Q8WUD6	CHPT1	Endoplasmic reticulum-Golgi intermediate compartment		
Q9NRG0	CHRAC1	Nucleus		
Q9NRB3	CHST12	Endoplasmic reticulum		
Q8NCH0	CHST14	Golgi apparatus		
Q86X52	CHSY1	Golgi apparatus		
Q8WVB6	CHTF18	Cell membrane		
Q9Y3Y2	CHTOP	Nucleus		
O15111	CHUK	Cytosol	Cytosol	
Q8WUH1	CHURC1	Cytosol		
O76071	CIAO1	Cytosol		
Q9H5X1	CIAO2A	Cytosol		
Q9Y3D0	CIAO2B	Cytosol		
Q9H6Q4	CIAO3	Cytosol	Cytosol	
Q6FI81	CIAPIN1	Cytosol		
Q99828	CIB1	Cell membrane		
A1XBS5	CIBAR1	Cytoskeleton		
Q96RK0	CIC	Nucleus		
Q9BW66	CINP	Cytosol		
Q8TCG1	CIP2A	Cytosol		
Q86X95	CIR1	Nucleolus		
Q14011	CIRBP	Nucleus	Stress granule	
Q9NZ45	CISD1	Mitochondrion		Mitochondrion
Q8N5K1	CISD2	Endoplasmic reticulum	Endoplasmic reticulum	
O14578	CIT	Cell membrane		
Q8WWK9	CKAP2	Translation		
Q8IYA6	CKAP2L	Nucleus		
Q07065	CKAP4	Endoplasmic reticulum		
P12277	CKB	Cytosol		
P06732	CKM	Cytosol		
CKMT1A; CKMT1B	CKMT1A	Mitochondrion		
P61024	CKS1B	Cytosol		
P33552	CKS2	Cytosol		
Q7Z460	CLASP1	14-3-3 scaffold		
O75122	CLASP2	14-3-3 scaffold		
Q96S66	CLCC1	Endoplasmic reticulum	Endoplasmic reticulum	
P51790	CLCN3	trans-Golgi network		Endosome
P51795	CLCN5	trans-Golgi network		
P51798	CLCN7	Lysosome		Lysosome
P56749	CLDN12	Cell membrane		
Q9NY35	CLDND1	Cell membrane	Cell membrane	
Q2KHT3	CLEC16A	Golgi apparatus		
O14967	CLGN	Endoplasmic reticulum		
O00299	CLIC1	Cytosol		
Q9Y696	CLIC4	Cell membrane	Cell membrane	
Q96NY7	CLIC6	Cytosol		
Q14677	CLINT1	Early endosome		
P30622	CLIP1	Cytosol		
Q9UDT6	CLIP2	Nucleus		
P49759	CLK1	Nucleus	Nucleus	
P49760	CLK2	Nucleus		
Q9HAZ1	CLK4	Nucleus	Nucleus	
Q96JQ2	CLMN	Endoplasmic reticulum		
Q13286	CLN3	Lysosome	Lysosome	
O75503	CLN5	Lysosome		
Q9NWW5	CLN6	Endoplasmic reticulum		
Q9UBY8	CLN8	Endoplasmic reticulum		
P54105	CLNS1A	Cytosol		
Q9H078	CLPB	Mitochondrion	Mitochondrion	
Q16740	CLPP	Mitochondrion	Mitochondrion	Mitochondrion
O96005	CLPTM1	Endoplasmic reticulum	Endoplasmic reticulum	
Q96KA5	CLPTM1L	Endoplasmic reticulum	Endoplasmic reticulum	
O76031	CLPX	Mitochondrion	Mitochondrion	Mitochondrion
Q9HAW4	CLSPN	Cytosol		
O94985	CLSTN1	Golgi apparatus		
P09496	CLTA	Early endosome		Large protein complex
P09497	CLTB	Early endosome		Large protein complex
Q00610	CLTC	Early endosome		Large protein complex
P53675	CLTCL1	Early endosome		
O75153	CLUH	Stress granule		
Q8N0X4	CLYBL	Mitochondrion		
Q8NFW8	CMAS	Nucleolus		
Q96DG6	CMBL	Cytosol		
Q7Z7K0	CMC1	Mitochondrion	Mitochondrion	
Q9NRP2	CMC2	Mitochondrion	Mitochondrion	
P56277	CMC4	Mitochondrion		
Q8IY22	CMIP	Cytosol		
P30085	CMPK1	Cytosol		
Q9BQ75	CMSS1	Nucleus		
Q8IZR5	CMTM4	Recycling endosome		
Q9NX76	CMTM6	Cell membrane		
Q96FZ5	CMTM7	Recycling endosome		
Q8N1G2	CMTR1	Cytosol		
P62633	CNBP	Stress granule		
Q96KP4	CNDP2	Cytosol		
Q8N9A8	CNEP1R1	Endoplasmic reticulum		
Q9P003	CNIH4	Endoplasmic reticulum		
Q6P9H4	CNKSR3	Cell membrane		
Q15417	CNN3	Cytoskeleton		
Q9H8M5	CNNM2	Cell membrane		Cell membrane
Q8NE01	CNNM3	Cell membrane	Cell membrane	Cell membrane
Q6P4Q7	CNNM4	Cell membrane		
A5YKK6	CNOT1	Stress granule		Large protein complex
Q9H9A5	CNOT10	Stress granule		Large protein complex
Q9UKZ1	CNOT11	Stress granule		Large protein complex
Q9NZN8	CNOT2	Stress granule		Large protein complex
O75175	CNOT3	Stress granule		Large protein complex
O95628	CNOT4	Stress granule		
Q9ULM6	CNOT6	Stress granule		
Q96LI5	CNOT6L	Stress granule		Large protein complex
Q9UIV1	CNOT7	Stress granule		Large protein complex
Q9UFF9	CNOT8	Stress granule		Large protein complex
Q92600	CNOT9	Stress granule		
P09543	CNP	Cell membrane	Cell membrane	
