id	gene_name	Topological domain	Transmembrane	Intramembrane	has_signal	has_transmem	has_intramem	has_topo_dom
P25585	FYV5		Helical			True
P25619	HSP30	Extracellular; Cytoplasmic	Helical			True		True
P30777	GPI10	Cytoplasmic; Lumenal	Helical			True		True
P32435	MF(ALPHA)2				True
P32616			Helical			True
P32857	PTM1	Lumenal; Cytoplasmic	Helical		True	True		True
P32858	AIM26		Helical			True
P32903	PMP1	Cytoplasmic	Helical			True		True
P33303	SFC1		Helical			True
P33335	SGE1	Cytoplasmic; Extracellular	Helical			True		True
P35724	MNR2	Cytoplasmic; Extracellular	Helical			True		True
P35735	SFK1	Cytoplasmic; Extracellular	Helical			True		True
P36032	MCH2	Cytoplasmic; Extracellular	Helical			True		True
P36125	GMH1	Cytoplasmic; Lumenal	Helical			True		True
P36137	UIP5	Perinuclear space; Cytoplasmic	Helical		True	True		True
P36172	VBA5	Cytoplasmic; Vacuolar	Helical			True		True
P37267	CBP4		Helical			True
P38079	YRO2	Extracellular; Cytoplasmic	Helical			True		True
P38087	YMC2		Helical			True
P38124	FLR1		Helical			True
P38142		Cytoplasmic; Vacuolar	Helical			True		True
P38156	MAL31	Cytoplasmic; Extracellular	Helical			True		True
P38176	AVT5		Helical			True
P38312	ERV15	Cytoplasmic; Extracellular	Helical			True		True
P38325	OM14		Helical			True
P38335	MTC4		Helical			True
P38343	SLM6	Extracellular; Cytoplasmic	Helical			True		True
P38358	VBA2	Cytoplasmic; Vacuolar	Helical			True		True
P38374	YSY6		Helical			True
P38693	PHO12				True
P38702	LEU5		Helical			True
P38734	MUP3	Extracellular; Cytoplasmic	Helical			True		True
P38739	WSC4		Helical		True	True
P38745		Lumenal; Cytoplasmic	Helical		True	True		True
P38750		Extracellular; Cytoplasmic	Helical			True		True
P38767	ERC1	Extracellular; Cytoplasmic	Helical			True		True
P38776	YHK8	Cytoplasmic; Extracellular	Helical			True		True
P38819	ERP5	Lumenal; Cytoplasmic	Helical		True	True		True
P38842		Cytoplasmic; Lumenal	Helical			True		True
P38848	PEX28	Cytoplasmic; Peroxisomal	Helical			True		True
P38849	MTC6	Extracellular; Cytoplasmic	Helical		True	True		True
P38958	PET100		Helical			True
P38969	PNT1		Helical			True
P38971	ALP1	Cytoplasmic; Extracellular	Helical			True		True
P39005	KRE9				True
P39551	PRM9	Cytoplasmic; Extracellular	Helical			True		True
P39718	PEX22		Helical			True
P39981	AVT2		Helical			True
P39982	HHY1	Cytoplasmic; Extracellular	Helical		True	True		True
P39996	GTT3	Cytoplasmic; Perinuclear space	Helical			True		True
P40006	IRC22	Lumenal; Cytoplasmic	Helical		True	True		True
P40039	FCY21	Cytoplasmic; Extracellular	Helical			True		True
P40100	PUG1	Extracellular; Cytoplasmic	Helical			True		True
P40309	KHA1	Extracellular; Cytoplasmic	Helical			True		True
P40355	MNN14	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
P40440		Cytoplasmic; Extracellular	Helical			True		True
P40445		Extracellular; Cytoplasmic	Helical			True		True
P40451	AIM20		Helical			True
P40464	FLX1		Helical			True
P40544	YKE4	Extracellular; Cytoplasmic	Helical			True		True
P40570	VLD1		Helical			True
P43548	AGP3	Cytoplasmic; Extracellular	Helical			True		True
P43557	FMP32		Helical			True
P43562		Cytoplasmic; Extracellular	Helical			True		True
P43611	OSW7				True
P43613	ERJ5	Lumenal; Cytoplasmic	Helical		True	True		True
P43620	RMD8		Helical			True
P45820	HUR1		Helical			True
P46993	ASG7	Lumenal; Cytoplasmic	Helical			True		True
P46999	PIR5				True
P47046	IRC8	Cytoplasmic; Extracellular	Helical			True		True
P47081	COX16		Helical			True
P47111	VPS55	Cytoplasmic; Lumenal	Helical			True		True
P47153	TDA4	Extracellular; Cytoplasmic	Helical			True		True
P47155	ILM1	Cytoplasmic; Lumenal	Helical			True		True
P47187	COS5	Cytoplasmic; Extracellular	Helical			True		True
P48560	TOS6				True
P50080	AZR1	Extracellular; Cytoplasmic	Helical			True		True
P50112	KNH1				True
P52290	DIA3				True
P52924	COS10	Cytoplasmic; Extracellular	Helical			True		True
P53047	RTA1	Extracellular; Cytoplasmic	Helical			True		True
P53058	VEL1				True
P53099	TPN1	Cytoplasmic; Extracellular	Helical			True		True
P53142	VPS73	Cytoplasmic; Mitochondrial intermembrane	Helical			True		True
P53203	PEX31	Cytoplasmic; Peroxisomal	Helical			True		True
P53241	VHT1	Extracellular; Cytoplasmic	Helical			True		True
P53253	NNF2	Lumenal; Cytoplasmic	Helical			True		True
P53257	TPC1		Helical			True
P53279	FHN1	Cytoplasmic; Extracellular	Helical			True		True
P53285	VPS62		Helical			True
P53394		Cytoplasmic; Lumenal	Helical			True		True
P53723			Helical			True
P53735	ZRG17	Cytoplasmic; Lumenal	Helical			True		True
P53744	BIO5	Cytoplasmic; Extracellular	Helical			True		True
P53751			Helical			True
P53752			Helical			True
P53835	PRM1	Extracellular; Cytoplasmic	Helical			True		True
P53878	PBR1	Lumenal; Cytoplasmic	Helical			True		True
P53882	TDA7		Helical			True
P53898	NSG2	Cytoplasmic; Lumenal	Helical			True		True
P53918	ESBP6	Cytoplasmic; Lumenal	Helical			True		True
P53961	GPI15		Helical			True
P53966	KTR5	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
P54003	SUR7	Cytoplasmic; Extracellular	Helical			True		True
P56508	SNA2	Cytoplasmic; Vesicular	Helical			True		True
P87275	AIM11		Helical			True
P89113	DDR2				True
Q02889	MGR2	Cytoplasmic; Extracellular	Helical			True		True
Q03029	SPO19				True
Q03079	MRX11	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
Q03419	IZH1	Lumenal; Cytoplasmic	Helical			True		True
Q03516	RSN1		Helical			True
Q03673	AIM34		Helical			True
Q03697	YMD8	Cytoplasmic; Extracellular	Helical			True		True
Q03798	AIM36		Helical			True
Q03880	PKR1	Cytoplasmic; Lumenal	Helical			True		True
Q04083	THI74	Cytoplasmic; Mitochondrial intermembrane	Helical			True		True
Q04210	YET2	Lumenal; Cytoplasmic	Helical			True		True
Q04216	DLT1	Cytoplasmic; Extracellular	Helical			True		True
Q04301	VBA1	Vacuolar; Cytoplasmic	Helical			True		True
Q04516	AIM33	Extracellular; Cytoplasmic	Helical			True		True
Q04602	VBA4	Cytoplasmic; Vacuolar	Helical			True		True
Q04734	RIM9	Cytoplasmic; Extracellular	Helical			True		True
Q04767	TVP18		Helical			True
Q05648	MRX10	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
Q05827	HOR7				True
Q05867			Helical			True
Q05899			Helical			True
Q06011	ECM19		Helical			True
Q06107		Cytoplasmic; Lumenal	Helical			True		True
Q06116	HOB2		Helical			True
Q06200	ECM7	Cytoplasmic; Extracellular	Helical			True		True
Q06466	TDA6		Helical			True
Q06485	ATG33		Helical			True
Q06490	THI22				True
Q06537			Helical			True
Q06563	SYM1		Helical			True
Q06636	GPI11	Cytoplasmic; Lumenal	Helical			True		True
Q06644	PMT7	Lumenal; Cytoplasmic	Helical			True		True
Q06686	CTR3	Lumenal; Cytoplasmic	Helical			True		True
Q06689		Extracellular; Cytoplasmic	Helical		True	True		True
Q07349	MRX9		Helical			True
Q07376	MCH1	Cytoplasmic; Vacuolar	Helical			True		True
Q07451	YET3	Lumenal; Cytoplasmic	Helical			True		True
Q07549	SNA4	Cytoplasmic; Vacuolar	Helical			True		True
Q07660	BRE4	Cytoplasmic; Extracellular	Helical			True		True
Q07788	COS7	Cytoplasmic; Extracellular	Helical			True		True
Q07798	SPO75	Extracellular; Cytoplasmic	Helical			True		True
Q07904	THI73	Cytoplasmic; Extracellular	Helical			True		True
Q07959	IZH3	Lumenal; Cytoplasmic	Helical			True		True
Q07987	PAU23				True
Q07988	AFB1				True
Q07990					True
Q08045	LCL2				True
Q08223	AIM39		Helical			True
Q08234		Extracellular; Cytoplasmic	Helical			True		True
Q08268	MCH4	Cytoplasmic; Extracellular	Helical			True		True
Q08280	BSC6	Lumenal; Cytoplasmic	Helical			True		True
Q08416	IRC23	Cytoplasmic; Lumenal	Helical			True		True
Q08693	TRE2	Cytoplasmic; Extracellular	Helical; Signal-anchor for type II membrane protein			True		True
Q08750	MUM3		Helical			True
Q08777	MCH5	Cytoplasmic; Extracellular	Helical			True		True
Q08907	FIT3				True
Q08919	TRE1	Cytoplasmic; Extracellular	Helical; Signal-anchor for type II membrane protein			True		True
Q12057	PIN2		Helical			True
Q12117	MRH1	Extracellular; Cytoplasmic	Helical			True		True
Q12119	FCY22		Helical			True
Q12144	PER33	Cytoplasmic; Lumenal	Helical			True		True
Q12155	EMA19	Cytoplasmic; Lumenal	Helical			True		True
Q12239		Cytoplasmic; Lumenal	Helical			True		True
Q12251			Helical			True
Q12252	PHM7	Extracellular; Cytoplasmic	Helical			True		True
Q12282	SPR2				True
Q12350	JID1		Helical			True
Q12374	NCA2		Helical			True
Q12407		Extracellular; Cytoplasmic	Helical			True		True
Q12412	PNS1	Cytoplasmic; Extracellular	Helical			True		True
Q12424		Extracellular; Cytoplasmic	Helical		True	True		True
Q12436	ZRT2	Extracellular; Cytoplasmic	Helical			True		True
Q12512	ZPS1				True
Q12516	SRF1	Cytoplasmic; Extracellular	Helical			True		True
Q3E6R5			Helical			True
Q3E824			Helical			True
Q3E828	MCO6	Mitochondrial intermembrane; Cytoplasmic	Helical			True		True
Q7LHD1	CCW22				True
Q8TGJ3	KSH1	Lumenal	Helical		True	True		True
Q8TGN9	NAG1		Helical			True
Q99252	ECM3		Helical			True
A0A023PXB5	IRC2		Helical			True
A0A023PXH9			Helical			True
A0A023PZE6			Helical		True	True
A5Z2X5			Helical			True
D6VPM8	DFP1		Helical			True
O13511			Helical			True
O13512		Cytoplasmic; Extracellular	Helical			True		True
O13529	ECM12		Helical			True
O13543			Helical			True
O13550			Helical			True
O13554	VPS65		Helical			True
O13566			Helical			True
O13584	VPS69		Helical			True
O94084	OPI9		Helical			True
P0C261		Cytoplasmic; Extracellular	Helical			True		True
P0C289			Helical			True
P0C5B8			Helical			True
P0CD97		Cytoplasmic; Lumenal	Helical			True		True
P0CD98		Cytoplasmic; Extracellular	Helical			True		True
P0CE85	PAU19				True
P0CE88	PAU1				True
P0CE89	PAU14				True
P0CE90	PAU6				True
P0CE91	PAU18				True
P0CE92	PAU8				True
P0CE93	PAU11				True
P0CF19			Helical			True
P0CF20			Helical			True
P0CL27			Helical		True	True
P0CL28			Helical		True	True
P0CL29			Helical		True	True
P0CL30			Helical		True	True
P0CL31			Helical		True	True
P0CL34			Helical			True
P0CL35			Helical			True
P0CL36			Helical			True
P0CL37			Helical			True
P0CL38			Helical			True
P0CL39			Helical			True
P0CL40			Helical			True
P0CL41			Helical			True
P0CL42			Helical			True
P0CX12	COS2	Cytoplasmic; Extracellular	Helical			True		True
P0CX18					True
P0CX19					True
P0CX99			Helical			True
P25565			Helical			True
P25610	PAU3		Helical			True
P25639		Lumenal; Cytoplasmic	Helical		True	True		True
P28626	YIM2		Helical			True
P32564	SCM4		Helical			True
P32612	PAU2		Helical			True
P32633	MTC7		Helical			True
P34224			Helical			True
P34251			Helical			True
P35994	PAU16				True
P36034	COS9		Helical			True
P36066			Helical			True
P37265			Helical			True
P38083			Helical			True
P38150			Helical			True
P38155	PAU24				True
P38168			Helical			True
P38189		Extracellular; Cytoplasmic	Helical			True		True
P38190			Helical			True
P38192	RRT1		Helical			True
P38240		Cytoplasmic; Extracellular	Helical			True		True
P38253			Helical			True
P38267		Extracellular; Cytoplasmic	Helical			True		True
P38268			Helical			True
P38292	PEX32	Peroxisomal; Cytoplasmic	Helical			True		True
P38318		Cytoplasmic; Extracellular	Helical			True		True
P38320		Extracellular; Cytoplasmic	Helical		True	True		True
P38355			Helical			True
P38721			Helical			True
P38723	COS8	Extracellular; Cytoplasmic	Helical			True		True
P38725	PAU13				True
P38726			Helical			True
P38728	ECM34		Helical			True
P38740			Helical			True
P38775			Helical			True
P38832	ANS1				True
P38841					True
P38868			Helical			True
P39542		Cytoplasmic; Extracellular	Helical			True		True
P39557		Cytoplasmic; Extracellular	Helical			True		True
P39931	SSP120				True
P39991			Helical			True
P40049					True
P40097			Helical			True
P40098	FMP10		Helical			True
P40441	HXT12	Cytoplasmic; Extracellular	Helical			True		True
P40476	PRM5		Helical			True
P40497			Helical			True
P40500		Cytoplasmic; Extracellular	Helical			True		True
P40502	AIM19		Helical			True
P40508			Helical			True
P40514			Helical			True
P40520					True
P40524		Extracellular; Cytoplasmic	Helical			True		True
P40534	PRM2		Helical			True
P40585	PAU15				True
P42840		Cytoplasmic; Extracellular	Helical			True		True
P42946	PRM10	Cytoplasmic; Extracellular	Helical			True		True
P43537		Extracellular; Cytoplasmic	Helical			True		True
P43542	COS4		Helical			True
P43552		Cytoplasmic; Extracellular	Helical		True	True		True
P43575	PAU5		Helical			True
P43590			Helical			True
P43595	DCV1		Helical		True	True
P43600	CSS2				True
P43617			Helical			True
P43624			Helical			True
P46991		Cytoplasmic; Extracellular	Helical			True		True
P46996		Extracellular; Cytoplasmic	Helical			True		True
P46998	FMP33		Helical			True
P47010	IRC9		Helical			True
P47014			Helical			True
P47020			Helical			True
P47034	ICS3		Helical			True
P47090		Lumenal; Cytoplasmic	Helical			True		True
P47094			Helical			True
P47121					True
P47131			Helical			True
P47144	ECM27		Helical			True
P47157					True
P47159		Extracellular; Cytoplasmic	Helical			True		True
P50088	SPG1		Helical			True
P50943	RRT16		Helical			True
P53053	COS12	Cytoplasmic; Extracellular	Helical			True		True
P53057	YPS5				True
P53074			Helical			True
P53087			Helical			True
P53089			Helical			True
P53117	RRT6		Helical			True
P53120		Cytoplasmic; Extracellular	Helical			True		True
P53134			Helical			True
P53171	GEP7		Helical			True
P53209		Cytoplasmic; Extracellular	Helical			True		True
P53217		Cytoplasmic; Extracellular	Helical			True		True
P53249					True
P53288			Helical			True
P53293			Helical			True
P53339		Extracellular; Cytoplasmic	Helical			True		True
P53343	PAU12		Helical			True
P53344	COS6	Cytoplasmic; Extracellular	Helical			True		True
P53427	PAU4		Helical			True
P53584	YTP1	Extracellular; Cytoplasmic	Helical			True		True
P53745	MNT4	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
P53747		Cytoplasmic; Vacuolar	Helical			True		True
P53748		Cytoplasmic; Extracellular	Helical			True		True
P53822	COS1	Cytoplasmic; Extracellular	Helical			True		True
P53862		Cytoplasmic; Extracellular	Helical		True	True		True
P53906			Helical			True
P53908		Cytoplasmic; Extracellular	Helical			True		True
P53925		Cytoplasmic; Vacuolar	Helical			True		True
P53928		Cytoplasmic; Extracellular	Helical			True		True
P53932		Cytoplasmic; Extracellular	Helical			True		True
P53947			Helical			True
P53956		Lumenal; Cytoplasmic	Helical			True		True
P53964		Cytoplasmic; Extracellular	Helical		True	True		True
P53975		Cytoplasmic; Extracellular	Helical		True	True		True
P54072		Cytoplasmic; Extracellular	Helical			True		True
P87267			Helical		True	True
P9WEJ6			Helical			True
Q02203		Extracellular; Cytoplasmic	Helical		True	True		True
Q02786	LCL1				True
Q02820	NCE101		Helical			True
Q03050	PAU10				True
Q03102		Cytoplasmic; Extracellular	Helical			True		True
Q03187			Helical		True	True
Q03193		Cytoplasmic; Extracellular	Helical			True		True
Q03263		Cytoplasmic; Extracellular	Helical			True		True
Q03648			Helical			True
Q03730		Cytoplasmic; Vacuolar	Helical			True		True
Q03783	BUD26		Helical			True
Q03795		Extracellular; Cytoplasmic	Helical			True		True
Q03913	VPS61		Helical			True
Q04018			Helical			True
Q04033					True
Q04100			Helical		True	True
Q04162		Cytoplasmic; Extracellular	Helical			True		True
Q04398	SPG3		Helical			True
Q04835		Lumenal; Cytoplasmic	Helical			True		True
Q04991	FMP42	Vacuolar; Cytoplasmic	Helical			True		True
Q05497			Helical			True
Q05611	BSC2		Helical			True
Q05637	PHM6		Helical			True
Q06089			Helical			True
Q06158		Cytoplasmic; Extracellular	Helical			True		True
Q06170		Cytoplasmic; Extracellular	Helical			True		True
Q06235			Helical			True
Q06247			Helical			True
Q07074			Helical			True
Q07629		Cytoplasmic; Extracellular	Helical			True		True
Q07716	AIM6				True
Q07790			Helical		True	True
Q07829	RRT7		Helical			True
Q07895		Vacuolar; Cytoplasmic	Helical		True	True		True
Q07986			Helical			True
Q07992	BUD28				True
Q08023	FMP25		Helical			True
Q08238		Cytoplasmic; Extracellular	Helical			True		True
Q08240		Cytoplasmic; Extracellular	Helical			True		True
Q08272			Helical		True	True
Q08300	CSS3				True
Q08322	PAU20		Helical			True
Q08498			Helical		True	True
Q08559	FYV12		Helical			True
Q08630	IRC13		Helical			True
Q08743		Vacuolar; Cytoplasmic	Helical			True		True
Q08786		Cytoplasmic; Extracellular	Helical			True		True
Q08844		Extracellular; Cytoplasmic	Helical		True	True		True
Q08900		Cytoplasmic; Extracellular	Helical			True		True
Q08910					True
Q08912					True
Q08922			Helical			True
Q08958			Helical			True
Q08974		Extracellular; Cytoplasmic	Helical			True		True
Q08980		Cytoplasmic; Extracellular	Helical			True		True
Q08989					True
Q12042		Vacuolar; Cytoplasmic	Helical			True		True
Q12064	BUD30				True
Q12079		Cytoplasmic; Extracellular	Helical			True		True
Q12116	TMS1	Cytoplasmic; Vacuolar	Helical			True		True
Q12121			Helical			True
Q12160			Helical			True
Q12212	SIA1				True
Q12253		Cytoplasmic; Extracellular	Helical			True		True
Q12254	SVS1				True
Q12301		Cytoplasmic; Vacuolar	Helical			True		True
Q12331					True
Q12346		Cytoplasmic; Lumenal	Helical			True		True
Q12370	PAU17				True
Q12479	IRC11		Helical			True
Q12498	PRM4		Helical			True
Q2V2P2			Helical			True
Q2V2P3			Helical			True
Q2V2P5			Helical			True
Q2V2Q2					True
Q3E6R4					True
Q3E770	PAU9				True
Q3E7A3			Helical			True
Q3E7A7					True
Q3E7B0			Helical			True
Q3E7B9		Extracellular; Cytoplasmic	Helical		True	True		True
Q3E7Z8			Helical			True
Q3E842			Helical			True
Q45U18			Helical			True
Q6B0V8	IRC16		Helical			True
Q6B0X2			Helical		True	True
Q870I1			Helical			True
Q8TGK5			Helical			True
Q8TGQ7			Helical			True
Q8TGU7			Helical			True
A0A023PXB9			Helical			True
A0A023PXC2			Helical		True	True
A0A023PXC7			Helical			True
A0A023PXD5			Helical		True	True
A0A023PXD9			Helical			True
A0A023PXF8			Helical			True
A0A023PXG3			Helical			True
A0A023PXG7			Helical			True
A0A023PXH4			Helical			True
A0A023PXH6			Helical			True
A0A023PXI0			Helical			True
A0A023PXI4					True
A0A023PXJ3			Helical			True
A0A023PXJ7			Helical			True
A0A023PXK2			Helical; Signal-anchor; Helical			True
A0A023PXK7			Helical			True
A0A023PXL1			Helical			True
A0A023PXL7			Helical			True
A0A023PXM7			Helical			True
A0A023PXN9			Helical			True
A0A023PXQ4			Helical			True
A0A023PXQ9			Helical			True
A0A023PYC6			Helical		True	True
A0A023PYD0			Helical			True
A0A023PYD7			Helical			True
A0A023PYD9			Helical		True	True
A0A023PYE4			Helical			True
A0A023PYE9					True
A0A023PYF4					True
A0A023PYG1			Helical			True
A0A023PYH0					True
A0A023PYI5			Helical			True
A0A023PYJ0			Helical			True
A0A023PYJ7			Helical			True
A0A023PYK2			Helical			True
A0A023PZ94			Helical			True
A0A023PZ99			Helical			True
A0A023PZB8			Helical			True
A0A023PZD0			Helical			True
A0A023PZE1			Helical			True
A0A023PZE2			Helical			True
A0A023PZF3			Helical			True
A0A023PZF9			Helical			True
A0A023PZG0			Helical		True	True
A0A023PZG5					True
A0A023PZG9			Helical			True
A0A023PZH1			Helical			True
A0A023PZH4			Helical			True
A0A023PZH5			Helical			True
A0A023PZI4			Helical			True
A0A023PZJ3			Helical			True
A0A023PZK9			Helical			True
A0A023PZL2			Helical		True	True
A0A023PZM3			Helical			True
I2HB70					True
O13514			Helical			True
O13515					True
O13518			Helical			True
O13519					True
O13520			Helical			True
O13522			Helical			True
O13523			Helical			True
O13530			Helical			True
O13533			Helical			True
O13537			Helical			True
O13540			Helical			True
O13544			Helical			True
O13545			Helical			True
O13560			Helical			True
O13561			Helical			True
O13562			Helical			True
O13567			Helical			True
O13568			Helical			True
O13570			Helical			True
O13572			Helical			True
O13579			Helical			True
O13583			Helical			True
O94085			Helical			True
P0C5E0			Helical			True
P0C5L2			Helical			True
P0C5L8					True
P0C5M2			Helical			True
P0C5M3			Helical			True
P0C5M6					True
P0C5M7			Helical			True
P0C5N0			Helical			True
P0C5N8			Helical			True
P0C5N9			Helical			True
P0C5P3			Helical			True
P0C5P5			Helical			True
P0C5Q3			Helical			True
P0C5Q4			Helical			True
P0C5R1			Helical			True
P0C5R7			Helical			True
P0C5R8			Helical			True
P0CL32			Helical			True
P0CL33			Helical			True
P0CX92			Helical			True
P0CX93			Helical			True
P0CX94			Helical			True
P0CX95			Helical			True
P0CX96			Helical			True
P0CX97			Helical			True
P0CX98			Helical			True
P0CY00			Helical			True
P0CY01			Helical			True
P25577					True
P36092			Helical			True
P36098			Helical			True
P37264			Helical			True
P38173			Helical			True
P38185			Helical			True
P38186			Helical			True
P38215					True
P38220			Helical			True
P38233			Helical			True
P38252			Helical			True
P38258			Helical			True
P38269			Helical			True
P38311			Helical			True
P38317			Helical			True
P38327			Helical			True
P38357			Helical			True
P38362			Helical			True
P38729					True
P38733					True
P38752			Helical			True
P38799			Helical			True
P38834			Helical			True
P39532			Helical			True
P39541			Helical			True
P39545	PAU7				True
P39559			Helical			True
P39563			Helical			True
P39989					True
P40163			Helical			True
P40365			Helical			True
P40519			Helical			True
P40538			Helical			True
P40587			Helical			True
P43566			Helical			True
P43578			Helical			True
P43608			Helical			True
P46986			Helical			True
P47003			Helical			True
P47022			Helical			True
P47028			Helical			True
P47062			Helical			True
P47080			Helical			True
P47091			Helical			True
P47106			Helical			True
P50083			Helical			True
P53069			Helical			True
P53106			Helical			True
P53113			Helical			True
P53116			Helical		True	True
P53151			Helical			True
P53160			Helical			True
P53161			Helical			True
P53181			Helical			True
P53182			Helical			True
P53190			Helical			True
P53229			Helical			True
P53245			Helical			True
P53247			Helical			True
P53268			Helical			True
P53269			Helical			True
P53282			Helical			True
P53308			Helical			True
P53310			Helical			True
P53325			Helical			True
P53342			Helical			True
P53717			Helical			True
P53726			Helical			True
P53825			Helical			True
P53826					True
P53842			Helical			True
P53856			Helical			True
P53880			Helical			True
P53884			Helical			True
P53926			Helical			True
P53979			Helical			True
P87264			Helical			True
P87266			Helical			True
P87270			Helical			True
P87272			Helical			True
P87273			Helical			True
P87274			Helical			True
P87280			Helical			True
P87281			Helical			True
P87285			Helical			True
P87287			Helical		True	True
P90471			Helical			True
P9WEJ2					True
P9WEJ4			Helical			True
Q00590			Helical			True
Q02217			Helical			True
Q03186			Helical			True
Q03236			Helical			True
Q03418			Helical			True
Q03480			Helical			True
Q03788			Helical			True
Q03884			Helical			True
Q03885			Helical			True
Q03904			Helical			True
Q04069			Helical			True
Q04203			Helical			True
Q04501			Helical			True
Q04521					True
Q04838			Helical			True
Q04909			Helical			True
Q05503			Helical			True
Q05612			Helical			True
Q05898			Helical			True
Q06051			Helical			True
Q06057			Helical			True
Q06127			Helical			True
Q07355			Helical			True
Q07435			Helical			True
Q07509			Helical			True
Q07811			Helical			True
Q07865			Helical			True
Q07880					True
Q07881			Helical			True
Q08027			Helical			True
Q08205			Helical			True
Q08207			Helical			True
Q08373			Helical			True
Q08428			Helical			True
Q08439					True
Q08532					True
Q08533			Helical			True
Q08560			Helical			True
Q08604			Helical			True
Q08734			Helical			True
Q08736			Helical			True
Q08741			Helical			True
Q08811			Helical			True
Q08915			Helical			True
Q08927			Helical			True
Q08976					True
Q12023			Helical			True
Q12070					True
Q12077			Helical			True
Q12111			Helical			True
Q12135			Helical			True
Q12147			Helical			True
Q12169			Helical			True
Q12174			Helical			True
Q12187			Helical			True
Q12210			Helical			True
Q12225			Helical			True
Q12240			Helical			True
Q12249			Helical			True
Q12274			Helical			True
Q12312			Helical			True
Q12336			Helical			True
Q12352			Helical			True
Q12394			Helical			True
Q12492			Helical			True
Q12528			Helical			True
Q2V2P6			Helical			True
Q3E735			Helical			True
Q3E739			Helical			True
Q3E743			Helical			True
Q3E750			Helical			True
Q3E751			Helical			True
Q3E755					True
Q3E760			Helical			True
Q3E763					True
Q3E765			Helical			True
Q3E776			Helical			True
Q3E782					True
Q3E796			Helical			True
Q3E7Z4			Helical			True
Q3E810			Helical			True
Q3E814			Helical			True
Q3E815			Helical			True
Q3E820			Helical			True
Q3E821					True
Q3E837					True
Q6B0R2			Helical			True
Q6B0W0			Helical			True
Q6B0Y1			Helical			True
Q6B0Y5			Helical			True
Q6B0Y6			Helical			True
Q6B0Z2			Helical			True
Q6B2I9			Helical			True
Q8J0M4					True
Q8TGM9			Helical			True
Q8TGN7			Helical			True
Q8TGP9			Helical			True
Q8TGQ0			Helical			True
Q8TGQ2					True
Q8TGR2					True
Q8TGR3			Helical			True
Q8TGR7			Helical			True
Q8TGS0			Helical			True
Q8TGS1			Helical			True
Q8TGS4					True
Q8TGS5					True
Q8TGS7			Helical			True
Q8TGT1					True
Q8TGT2			Helical			True
Q8TGT4			Helical			True
Q8TGT9			Helical			True
Q8TGU2			Helical			True
Q96VG6			Helical			True
Q96VH1			Helical			True
Q96VH3			Helical			True
Q99401			Helical			True
